2.8	-6.2	-4.8	-2.0	-10.4	124	1.0374
4.1	-10.1	-9.3	-3.6	-20.0	123	1.0541
4.7	-13.4	-13.7	-6.0	-29.5	125	1.0203
0.3	2.4	4.9	0.8	10.4	122	1.0707
-1.0	6.5	10.9	1.6	23.5	124	1.0363
-1.8	10.3	16.3	6.3	35.3	126	1.0034
0.9	-1.1	1.0	0.1	2.1	123	1.0615
-1.0	4.9	8.4	4.0	18.2	125	1.0273
-1.2	6.2	10.9	4.9	23.1	122	1.0780
-1.8	9.2	14.9	4.1	31.9	124	1.0431
2.4	-6.3	-5.1	-1.8	-10.8	122	1.0770
3.2	-8.7	-8.8	-2.8	-18.8	122	1.0767
3.7	-10.8	-11.2	-3.9	-24.2	125	1.0254
1.4	0.3	1.7	0.1	3.6	123	1.0622
-0.2	6.1	8.3	2.8	18.3	126	1.0119
-0.8	8.8	12.5	2.9	26.7	124	1.0444
-1.6	11.8	17.2	4.2	36.9	125	1.0274
2.4	-2.3	-2.2	-2.0	-4.7	124	1.0437
3.1	-4.8	-5.2	-2.8	-11.4	125	1.0268
3.3	-6.2	-7.3	-3.5	-15.7	123	1.0602
1.7	0.0	0.7	-0.4	1.4	119	1.1298
0.3	6.1	8.8	1.3	18.4	120	1.1107
-0.3	8.5	12.2	2.7	25.4	120	1.1104
-1.0	11.1	16.2	4.9	33.8	121	1.0918
3.1	-4.1	-4.5	-2.1	-9.3	119	1.1284
4.1	-5.7	-7.3	-0.6	-15.1	119	1.1281
4.3	-7.4	-9.0	-3.0	-18.6	119	1.1277
1.1	1.6	2.9	0.4	6.2	121	1.0926
-1.0	7.3	10.0	2.9	21.6	125	1.0236
-1.6	9.9	13.7	3.8	29.6	125	1.0232
-1.8	12.7	17.0	5.7	35.9	123	1.0565
1.8	-1.1	-0.4	-0.6	-0.8	120	1.1097
2.3	-3.3	-3.4	-1.7	-7.2	122	1.0733
3.2	-5.4	-6.6	-2.5	-13.9	121	1.0909
1.7	0.3	1.3	-1.4	2.9	123	1.0666
0.5	4.8	6.6	1.7	13.8	121	1.1019
-0.2	7.4	10.2	3.1	21.7	122	1.0837
-1.0	10.0	14.1	4.2	29.6	122	1.0835
3.1	-3.8	-3.8	-0.9	-8.1	122	1.0832
3.1	-5.4	-5.9	-4.0	-12.5	122	1.0830
3.9	-7.3	-8.6	-3.4	-18.3	122	1.0828
2.3	-1.4	0.3	-0.3	0.6	120	1.1236
3.8	-6.3	-4.9	-3.0	-10.4	122	1.0868
4.7	-10.0	-9.4	-3.6	-20.0	122	1.0866
5.5	-13.1	-12.9	-5.0	-27.5	123	1.0689
1.2	2.1	4.2	1.0	8.8	120	1.1224
0.3	4.9	8.5	2.9	17.9	121	1.1037
-0.7	7.7	13.1	2.9	27.4	121	1.1035
0.7	0.2	1.9	1.5	4.1	127	1.0164
-1.1	6.2	9.5	4.0	20.5	125	1.0490
-1.8	9.7	14.2	5.6	30.6	125	1.0487
-2.1	13.2	18.1	5.7	38.6	124	1.0654
2.2	-4.5	-4.5	-1.3	-9.5	121	1.1186
3.1	-6.9	-7.3	-3.1	-15.3	121	1.1183
3.3	-8.4	-9.7	-3.5	-20.4	121	1.1180
1.2	0.0	1.8	0.0	3.9	121	1.1071
-0.2	6.1	9.2	2.6	19.3	121	1.1068
-1.1	8.9	13.6	4.1	28.8	122	1.0885
-1.6	10.7	16.8	4.5	35.6	123	1.0706
3.2	-3.9	-4.7	-1.0	-9.8	120	1.1245
3.3	-6.2	-6.8	-1.6	-14.5	122	1.0875
4.2	-7.9	-8.9	-3.9	-19.0	123	1.0697
0.3	0.3	2.1	0.5	4.5	125	1.0244
-1.3	6.1	9.1	3.6	19.6	124	1.0407
-2.3	9.4	14.3	5.2	30.4	123	1.0575
-2.3	11.6	17.1	6.7	36.7	125	1.0237
1.4	-3.2	-2.6	1.0	-5.5	123	1.0569
2.2	-5.3	-5.8	-1.5	-12.5	124	1.0398
2.4	-7.4	-7.9	-3.0	-17.0	124	1.0395
1.0	-0.6	1.1	0.0	2.2	119	1.1236
-0.2	4.2	6.8	1.9	14.0	119	1.1234
-1.0	6.1	9.8	2.6	20.5	120	1.1046
-1.7	8.9	13.5	4.0	28.1	120	1.1043
2.4	-5.4	-5.0	-0.9	-10.2	118	1.1417
3.1	-7.1	-6.9	-1.4	-14.2	118	1.1413
3.3	-9.2	-10.3	-3.3	-21.2	119	1.1219
0.8	-0.3	1.1	0.6	2.3	120	1.1117
-0.2	4.7	7.3	3.4	15.3	121	1.0932
-0.9	6.2	9.8	4.3	20.4	120	1.1113
-1.7	8.7	13.2	3.8	27.5	120	1.1110
2.4	-4.6	-4.4	-3.4	-9.2	119	1.1294
3.1	-6.2	-6.5	-2.6	-13.5	119	1.1291
3.7	-8.6	-9.4	-2.7	-19.4	119	1.1289
1.5	0.0	1.3	-0.7	2.6	119	1.1563
0.5	4.6	6.9	0.7	14.2	118	1.1757
-0.2	6.1	10.3	2.1	21.1	118	1.1754
-0.4	8.6	13.4	3.0	27.7	119	1.1554
3.1	-4.0	-3.9	-3.9	-8.1	118	1.1747
3.8	-6.2	-6.9	-2.9	-14.1	118	1.1743
4.2	-7.9	-9.5	-3.5	-19.6	118	1.1740
1.2	0.8	0.0	-0.7	0.0	122	1.0688
-0.6	6.2	4.7	1.3	10.3	126	1.0018
-1.6	9.7	6.1	3.9	13.1	124	1.0342
-1.7	11.7	7.5	5.8	16.0	123	1.0508
2.2	-2.7	-1.3	-2.4	-2.6	120	1.1038
3.1	-5.4	-3.4	-3.5	-7.1	121	1.0854
3.8	-7.4	-7.2	-3.0	-15.1	120	1.1034
-0.12	-0.281	1.668	0.269	3.5	119	1.1217
-1.102	3.494	6.712	1.873	14.3	122	1.0670
-1.604	6.001	9.975	2	20.8	120	1.1026
-2.677	9.863	16.329	4.625	34.0	121	1.0841
2.124	-6.292	-5.148	-3.29	-10.6	118	1.1395
2.203	-8.358	-8.466	-4.4	-17.7	120	1.1016
3.101	-10.521	-10.528	-5.18	-21.9	120	1.1012
0.208	-0.286	1.798	-0.055	3.9	124	1.0504
-1.306	5.11	9.196	1.89	19.8	124	1.0501
-1.545	7.215	12.126	3.153	25.6	122	1.0846
-2.296	10.229	16.42	4.911	34.2	121	1.1023
1.663	-5.346	-4.463	-0.978	-9.6	124	1.0491
2.272	-7.293	-7.139	-1.384	-15.3	123	1.0661
3.172	-8.449	-8.296	-2.39	-17.5	121	1.1013
0.286	-0.325	1.656	0.115	3.5	120	1.0950
-1.265	3.629	7.397	1.285	15.6	121	1.0767
-1.622	5.577	10.258	0.978	21.4	120	1.0945
-2.199	7.386	12.75	3.538	26.7	121	1.0762
2.193	-7.313	-6.718	-4.977	-13.9	119	1.1122
2.46	-8.717	-8.841	-4.411	-18.4	120	1.0936
3.135	-11.072	-11.305	-5.587	-23.5	120	1.0933
-0.301	-0.885	2.032	-0.895	4.4	123	1.0532
-1.714	3.771	8.19	3.406	17.7	124	1.0360
-2.698	6.484	12.575	3.593	26.6	122	1.0700
-2.915	8.921	16.367	4.537	34.1	121	1.0875
1.161	-5.705	-4.427	-2.823	-9.3	120	1.1054
2.148	-8.351	-7.386	-3.823	-15.6	121	1.0869
2.463	-11.039	-10.661	-2.807	-22.8	123	1.0516
-0.093	-1.016	1.433	0.967	3.0	120	1.1215
-1.459	3.448	7.547	2.098	15.8	120	1.1211
-1.769	4.84	9.615	3.192	20.0	120	1.1209
-2.679	7.589	14.582	1.571	30.2	120	1.1205
1.619	-7.294	-6.001	-3.686	-12.7	121	1.1017
1.762	-9.471	-9.714	-3.917	-20.2	120	1.1198
2.46	-11.207	-10.925	-4.29	-22.6	119	1.1382
-0.179	-0.264	1.853	-0.829	4.0	124	1.0277
-1.547	4.91	8.134	2.406	17.4	123	1.0443
-2.238	6.709	11.519	3.477	24.2	121	1.0789
-2.7	8.877	14.959	5.18	31.5	122	1.0611
0.804	-3.815	-1.969	-1.362	-4.2	122	1.0609
1.451	-5.43	-4.891	-3.466	-10.3	121	1.0783
1.735	-7.423	-7.096	-4.114	-14.9	121	1.0781
